村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
臺中市東區東英里,-988,1390,2378,5695,7450,0.8,林德興,無
臺中市東區東門里,-772,1374,2146,5429,7062,0.8,莊錦聰,無
臺中市東區樂成里,-826,387,1213,1716,2378,0.7,曾仁杰,無
臺中市東區泉源里,-758,341,1099,1544,2042,0.8,羅文甫,無
臺中市梧棲區下寮里,-571,322,893,1412,1920,0.7,許福順,無
臺中市梧棲區中和里,-253,59,312,349,471,0.7,林淑貞,無
臺中市梧棲區中正里,-590,628,1218,2637,3727,0.7,林祝女,無
臺中市梧棲區南簡里,-802,1126,1928,4084,5587,0.7,蔡佳君,無
臺中市梧棲區大庄里,-1322,1462,2784,5581,7670,0.7,楊維智,無
臺中市梧棲區大村里,-1833,1086,2919,4117,5630,0.7,陳昆廷,無
臺中市梧棲區安仁里,-282,120,402,518,728,0.7,薛志富,無
臺中市梧棲區文化里,-506,183,689,832,1109,0.8,蔡傳枝,無
臺中市梧棲區永安里,-941,393,1334,1737,2438,0.7,王連松,無
臺中市梧棲區永寧里,-846,345,1191,1622,2225,0.7,李皆得,無
臺中市梧棲區福德里,-667,1019,1686,3706,5145,0.7,紀建豪,無
臺中市梧棲區興農里,-835,476,1311,1809,2503,0.7,陳起益,無
臺中市梧棲區草湳里,-1976,1179,3155,4473,6004,0.7,林槐庭,無
臺中市梧棲區頂寮里,-981,752,1733,2761,3901,0.7,鐘金水,無
臺中市沙鹿區三鹿里,-1590,1655,3245,5610,7570,0.7,顏清通,無
臺中市沙鹿區公明里,-736,778,1514,3125,4276,0.7,蔡水松,無
臺中市沙鹿區六路里,-358,1229,1587,4146,5545,0.7,陳永祥,無
臺中市沙鹿區北勢里,-443,1013,1456,3689,5013,0.7,陳科求,無
臺中市沙鹿區南勢里,-980,732,1712,2585,3330,0.8,王愷,無
臺中市沙鹿區埔子里,-851,1347,2198,4686,6012,0.8,蔡伶青,無
臺中市沙鹿區居仁里,-188,218,406,953,1268,0.8,陳世芳,無
臺中市沙鹿區斗抵里,-464,878,1342,3461,4476,0.8,王宏書,無
臺中市沙鹿區晉江里,-583,325,908,1335,1751,0.8,李瑞珍,無
臺中市沙鹿區沙鹿里,-405,99,504,632,847,0.7,蔡曉婷,無
臺中市沙鹿區洛泉里,-377,289,666,1440,1859,0.8,黃金,無
臺中市沙鹿區清泉里,-803,450,1253,1774,2310,0.8,蔡國欣,無
臺中市沙鹿區犁分里,-351,204,555,819,1082,0.8,陳文宜,無
臺中市沙鹿區福興里,-409,794,1203,3004,3889,0.8,蔣木林,無
臺中市沙鹿區竹林里,-393,1413,1806,5610,7603,0.7,陳吉成,無
臺中市沙鹿區美仁里,-193,69,262,342,454,0.8,陳建良,無
臺中市沙鹿區興仁里,-554,406,960,1824,2363,0.8,劉驊慶,無
臺中市沙鹿區興安里,-562,654,1216,2488,3343,0.7,白來清,無
臺中市沙鹿區西勢里,-855,327,1182,1504,2012,0.7,蔡坤地,無
臺中市沙鹿區鹿寮里,-1244,1310,2554,5424,6988,0.8,王榮正,無
臺中市沙鹿區鹿峰里,-636,1138,1774,4375,5750,0.8,白淞元,無
臺中市清水區下湳里,-622,431,1053,1966,2676,0.7,李王玉蘭,無
臺中市清水區中社里,-310,503,813,2072,2775,0.7,鄭繼光,無
臺中市清水區中興里,-224,65,289,297,372,0.8,蔡興達,無
臺中市清水區北寧里,-305,92,397,506,658,0.8,紀文來,中國國民黨
臺中市清水區南寧里,-673,290,963,1264,1703,0.7,高志勇,無
臺中市清水區南社里,-2380,1971,4351,7564,10146,0.7,崔惠國,無
臺中市清水區吳厝里,-655,222,877,1071,1417,0.8,吳水通,無
臺中市清水區國姓里,-679,262,941,1327,1938,0.7,黃秀英,無
臺中市清水區文昌里,-137,90,227,462,611,0.8,楊介猶,無
臺中市清水區東山里,-483,181,664,820,1160,0.7,王偉權,無
臺中市清水區楊厝里,-488,182,670,773,1082,0.7,曾弘利,無
臺中市清水區槺榔里,-1451,1736,3187,5678,8210,0.7,洪水家,無
臺中市清水區橋頭里,-1878,1332,3210,5477,7275,0.8,林瑶卿,無
臺中市清水區武鹿里,-324,576,900,2562,3514,0.7,陳意和,無
臺中市清水區海濱里,-982,313,1295,1535,2085,0.7,陳山林,無
臺中市清水區海風里,-566,250,816,1012,1352,0.7,黃堉睿,無
臺中市清水區清水里,-357,442,799,1698,2330,0.7,陳安吉,無
臺中市清水區田寮里,-798,372,1170,1607,2362,0.7,許進興,無
臺中市清水區秀水里,-1067,774,1841,3231,4377,0.7,陳月娟,無
臺中市清水區臨江里,-657,206,863,1055,1444,0.7,洪敏哲,無
臺中市清水區菁埔里,-368,353,721,1604,2154,0.7,林子清,無
臺中市清水區裕嘉里,-289,218,507,990,1374,0.7,陳瑞欽,無
臺中市清水區西寧里,-695,227,922,1106,1488,0.7,王慶源,無
臺中市清水區西社里,-680,352,1032,1618,2129,0.8,楊茂雄,無
臺中市清水區靈泉里,-368,139,507,674,871,0.8,顏貽松,無
臺中市清水區頂湳里,-543,260,803,1238,1691,0.7,王景收,無
臺中市清水區高北里,-510,151,661,718,1110,0.6,白銀堂,無
臺中市清水區高南里,-555,179,734,838,1237,0.7,楊忠銘,無
臺中市清水區高東里,-345,188,533,839,1173,0.7,蔡榮聰,無
臺中市清水區高美里,-352,179,531,902,1263,0.7,洪瑞晟,無
臺中市清水區高西里,-582,161,743,854,1230,0.7,洪曜南,無
臺中市清水區鰲峰里,-288,141,429,769,1032,0.7,蔡裕生,無
臺中市潭子區嘉仁里,-1387,683,2070,2941,3932,0.7,林瑞文,無
臺中市潭子區大富里,-945,540,1485,2206,2881,0.8,林啓彬,無
臺中市潭子區大豐里,-671,1198,1869,4526,5993,0.8,廖張玉梅,無
臺中市潭子區家福里,-26,950,976,3505,4586,0.8,賴美芳,中國國民黨
臺中市潭子區家興里,-744,1314,2058,5048,6761,0.7,莊世雄,無
臺中市潭子區新田里,-556,222,778,1105,1489,0.7,吳政潭,無
臺中市潭子區東寶里,-1677,2127,3804,8763,11805,0.7,林銘泉,無
臺中市潭子區栗林里,-823,859,1682,3654,4824,0.8,簡順雄,無
臺中市潭子區潭北里,-742,427,1169,1831,2430,0.8,林俊堂,無
臺中市潭子區潭秀里,-198,219,417,932,1207,0.8,陳健峯,無
臺中市潭子區潭陽里,-1196,1897,3093,7758,10572,0.7,楊仲傑,無
臺中市潭子區甘蔗里,-2830,1842,4672,6909,9288,0.7,黃正堯,中國國民黨
臺中市潭子區福仁里,-2134,1898,4032,7660,10481,0.7,游豐瑋,無
臺中市潭子區聚興里,-617,623,1240,2833,4231,0.7,黃沛綺,無
臺中市潭子區頭家東里,-702,747,1449,3150,4239,0.7,劉進福,中國國民黨
臺中市潭子區頭家里,-1538,1008,2546,3963,5267,0.8,黃聖明,中國國民黨
臺中市烏日區三和里,-1185,1711,2896,5744,7847,0.7,楊添和,無
臺中市烏日區九德里,-1519,2161,3680,9265,12310,0.8,陳美香,無
臺中市烏日區五光里,-373,289,662,1272,1660,0.8,林榮源,無
臺中市烏日區仁德里,-1264,1331,2595,5671,7442,0.8,洪炳煌,中國國民黨
臺中市烏日區光明里,-673,351,1024,1559,2041,0.8,賴信忠,無
臺中市烏日區前竹里,-685,251,936,1185,1523,0.8,林東潭,無
臺中市烏日區北里里,-565,242,807,1229,1588,0.8,魏周森,無
臺中市烏日區南里里,-520,246,766,1019,1313,0.8,蔡敏陽,無
臺中市烏日區學田里,-235,440,675,1900,2562,0.7,孫禾昀,無
臺中市烏日區東園里,-351,426,777,1720,2226,0.8,張有城,無
臺中市烏日區榮泉里,-1466,1446,2912,4840,6348,0.8,何聰智,無
臺中市烏日區湖日里,-470,488,958,1980,2728,0.7,楊來成,無
臺中市烏日區溪埧里,-678,729,1407,3358,4323,0.8,陳登正,無
臺中市烏日區溪尾里,-206,141,347,598,798,0.7,顏寶玉,無
臺中市烏日區烏日里,-645,1625,2270,6568,8494,0.8,陳新安,無
臺中市烏日區螺潭里,-650,366,1016,1678,2106,0.8,林國貞,無
臺中市石岡區九房里,-452,181,633,878,1178,0.7,張鴻斌,民主進步黨
臺中市石岡區和盛里,-491,169,660,872,1181,0.7,何賴財桂,無
臺中市石岡區土牛里,-247,130,377,696,980,0.7,管德財,無
臺中市石岡區德興里,-302,180,482,957,1334,0.7,劉紀雄,無
臺中市石岡區梅子里,-542,250,792,1294,1750,0.7,郭光勇,無
臺中市石岡區石岡里,-402,181,583,853,1143,0.7,陸永晟,無
臺中市石岡區萬安里,-245,249,494,1158,1488,0.8,林子晏,無
臺中市石岡區萬興里,-330,219,549,1073,1388,0.8,羅益洲,無
臺中市石岡區金星里,-310,136,446,855,1174,0.7,李淑惠,無
臺中市石岡區龍興里,-309,75,384,442,604,0.7,黃清標,無
臺中市神岡區三角里,-1022,443,1465,1963,2556,0.8,江炳煌,無
臺中市神岡區北庄里,-383,446,829,1962,2549,0.8,王秋生,無
臺中市神岡區圳前里,-802,350,1152,1596,2191,0.7,陳木生,中國國民黨
臺中市神岡區圳堵里,-470,357,827,1525,2038,0.7,鄭秀燕,無
臺中市神岡區大社里,-923,839,1762,3172,4369,0.7,高元平,無
臺中市神岡區山皮里,-431,156,587,754,981,0.8,陳勝泧,民主進步黨
臺中市神岡區岸裡里,-941,438,1379,2100,2775,0.8,謝繼潭,無
臺中市神岡區庄前里,-516,429,945,1719,2214,0.8,張鎮正,無
臺中市神岡區庄後里,-428,350,778,1661,2162,0.8,林吳春蘭,無
臺中市神岡區新庄里,-695,671,1366,2868,4007,0.7,張育豪,無
臺中市神岡區溪洲里,-1048,456,1504,2077,2711,0.8,王明洲,無
臺中市神岡區社南里,-679,1005,1684,3855,5097,0.8,楊春福,民主進步黨
臺中市神岡區社口里,-557,1415,1972,5548,7475,0.7,陳金地,無
臺中市神岡區神岡里,-1044,529,1573,2241,3073,0.7,王百瀛,無
臺中市神岡區神洲里,-619,416,1035,1858,2436,0.8,陳大燿,無
臺中市神岡區豐洲里,-1928,1164,3092,5155,6949,0.7,王文松,無
臺中市西區三民里,-531,256,787,1247,2314,0.5,廖吳芬芳,無
臺中市西區中興里,-932,533,1465,2623,3462,0.8,湯鈞任,無
臺中市西區公平里,-1457,818,2275,3616,4940,0.7,魏素眞,中國國民黨
臺中市西區公德里,-699,743,1442,3147,4183,0.8,楊博文,中國國民黨
臺中市西區公正里,-1091,1147,2238,4733,6212,0.8,林哲雄,中國國民黨
臺中市西區公民里,-396,740,1136,3538,4724,0.7,林鈞陶,無
臺中市西區公益里,-997,439,1436,1984,2640,0.8,劉興峰,無
臺中市西區公舘里,-815,901,1716,4053,5464,0.7,謝錫宏,無
臺中市西區利民里,-413,204,617,956,1282,0.7,陳敏祥,中國國民黨
臺中市西區双龍里,-369,401,770,1925,2639,0.7,林坤泉,中國國民黨
臺中市西區吉龍里,-625,1071,1696,4695,6287,0.7,李國禎,無
臺中市西區和龍里,-520,331,851,1566,2199,0.7,孟慶華,無
臺中市西區土庫里,-1114,857,1971,4074,5451,0.7,粟藍倩,無
臺中市西區大忠里,-1308,803,2111,3344,4237,0.8,張智權,無
臺中市西區安龍里,-1006,430,1436,2022,2707,0.7,賴梁松,無
臺中市西區平和里,-248,297,545,1268,1771,0.7,張洪惠雪,中國國民黨
臺中市西區廣民里,-473,195,668,960,1329,0.7,林水順,無
臺中市西區後龍里,-495,515,1010,2416,3277,0.7,郭耀泉,無
臺中市西區忠明里,-1661,877,2538,4078,5606,0.7,賴瑞滄,無
臺中市西區忠誠里,-990,883,1873,4006,5427,0.7,趙瑞豐,無
臺中市西區昇平里,-1756,930,2686,4051,5472,0.7,蕭行凱,無
臺中市西區東昇里,-740,347,1087,1640,2127,0.8,徐耀鍾,無
臺中市西區民生里,-516,272,788,1252,1677,0.7,黃文濱,中國國民黨
臺中市西區民龍里,-908,626,1534,2548,3473,0.7,吳國楨,中國國民黨
臺中市西區藍興里,-685,700,1385,3057,3883,0.8,黃富榮,無
臺中市西屯區上安里,-673,1016,1689,3860,5206,0.7,賴耀熙,無
臺中市西屯區上德里,-1165,689,1854,3008,4074,0.7,洪頊晿,無
臺中市西屯區上石里,-21,1055,1076,3676,5013,0.7,廖年新,無
臺中市西屯區何仁里,-766,1125,1891,4469,5989,0.7,蔡翔宇,無
臺中市西屯區何南里,-1045,731,1776,3053,4028,0.8,曹豐洋,無
臺中市西屯區何厝里,-869,527,1396,2231,3100,0.7,何劉美玲,無
臺中市西屯區何安里,-1327,991,2318,4147,5725,0.7,何唐文鈴,無
臺中市西屯區何德里,-367,676,1043,2722,3608,0.8,陳振甫,無
臺中市西屯區何成里,-1919,1104,3023,4637,6255,0.7,田貴玉,無
臺中市西屯區何明里,-1232,560,1792,2567,3394,0.8,趙淑妙,無
臺中市西屯區何源里,-1825,1178,3003,4798,6477,0.7,彭琴安,中國國民黨
臺中市西屯區何福里,-590,742,1332,3195,4216,0.8,何淑玲,民主進步黨
臺中市西屯區協和里,-957,849,1806,3342,4556,0.7,陳靖益,無
臺中市西屯區大河里,-678,628,1306,2922,3771,0.8,陳資源,無
臺中市西屯區大石里,-518,327,845,1612,2124,0.8,吳忠華,中國國民黨
臺中市西屯區大福里,-1088,517,1605,2224,3222,0.7,高信增,中國國民黨
臺中市西屯區大鵬里,-372,786,1158,3353,4574,0.7,邱清涼,中國國民黨
臺中市西屯區廣福里,-904,332,1236,1681,2191,0.8,吳賢龍,無
臺中市西屯區惠來里,-1456,2573,4029,11086,15385,0.7,廖慶麟,無
臺中市西屯區林厝里,-807,629,1436,2512,3395,0.7,余進卿,中國國民黨
臺中市西屯區永安里,-804,2548,3352,8960,12509,0.7,張阿淑,中國國民黨
臺中市西屯區港尾里,-1417,885,2302,3677,4970,0.7,楊忠義,無
臺中市西屯區潮洋里,-1375,1107,2482,4309,6776,0.6,陳素貞,無
臺中市西屯區福中里,-379,588,967,2334,3163,0.7,廖阿月,中國國民黨
臺中市西屯區福和里,-660,756,1416,3108,4215,0.7,林寅利,無
臺中市西屯區福安里,-306,625,931,2274,2995,0.8,張清和,無
臺中市西屯區福恩里,-466,991,1457,3616,4765,0.8,張保德,無
臺中市西屯區福林里,-1103,1598,2701,5746,7723,0.7,林柏翰,無
臺中市西屯區福瑞里,-656,552,1208,2069,2952,0.7,林添憶,中國國民黨
臺中市西屯區福聯里,-628,602,1230,2222,3307,0.7,馮進通,無
臺中市西屯區福雅里,-1670,1160,2830,4266,5741,0.7,王勝偉,中國國民黨
臺中市西屯區至善里,-1164,793,1957,3223,4335,0.7,鄭文昌,無
臺中市西屯區西墩里,-121,1186,1307,4589,6092,0.8,廖家慧,無
臺中市西屯區西安里,-298,1156,1454,4080,5428,0.8,徐文電,無
臺中市西屯區西平里,-1254,828,2082,3391,4842,0.7,廖建森,中國國民黨
臺中市西屯區逢甲里,-1227,862,2089,3334,4583,0.7,廖婉菁,無
臺中市西屯區逢福里,-1158,916,2074,3885,5203,0.7,張文平,無
臺中市西屯區鵬程里,-423,343,766,1822,2487,0.7,陳文聿,中國國民黨
臺中市西屯區龍潭里,-212,172,384,754,1004,0.8,張清文,無
臺中市豐原區三村里,-982,1140,2122,4634,6081,0.8,許全木,無
臺中市豐原區下街里,-65,146,211,570,744,0.8,林貴榮,無
臺中市豐原區中山里,-234,121,355,609,772,0.8,林榮一,無
臺中市豐原區中興里,-1053,509,1562,2089,2822,0.7,魏丞章,無
臺中市豐原區中陽里,-1218,906,2124,3935,5087,0.8,黃英瑜,無
臺中市豐原區北湳里,-203,566,769,2312,3000,0.8,張靜宜,無
臺中市豐原區北陽里,-1619,2309,3928,9699,12770,0.8,林清水,無
臺中市豐原區南嵩里,-377,552,929,2428,3251,0.7,劉玉玲,無
臺中市豐原區南村里,-1131,988,2119,3924,5225,0.8,謝見忠,無
臺中市豐原區南田里,-589,544,1133,2323,3102,0.7,劉醇權,無
臺中市豐原區南陽里,-2978,1939,4917,7769,10371,0.7,楊國勝,無
臺中市豐原區圳寮里,-264,213,477,936,1186,0.8,陳坤湖,無
臺中市豐原區大湳里,-571,429,1000,1794,2419,0.7,張鳳茹,無
臺中市豐原區富春里,-355,91,446,529,662,0.8,陳麗鳳,無
臺中市豐原區朴子里,-459,560,1019,2422,3196,0.8,張錦順,無
臺中市豐原區東勢里,-577,189,766,1000,1369,0.7,胡慧玲,無
臺中市豐原區東湳里,-873,698,1571,2969,3896,0.8,唐志勇,無
臺中市豐原區東陽里,-564,214,778,1171,1508,0.8,張德勲,無
臺中市豐原區民生里,-183,175,358,791,1069,0.7,吳俊德,無
臺中市豐原區田心里,-1840,1023,2863,4255,6128,0.7,徐倍基,無
臺中市豐原區社皮里,-2183,1778,3961,7127,9626,0.7,涂力旋,中國國民黨
臺中市豐原區翁子里,-1240,585,1825,2403,3204,0.8,連佳振,無
臺中市豐原區翁明里,-270,463,733,1702,2213,0.8,高銘傳,無
臺中市豐原區翁社里,-816,326,1142,1517,1993,0.8,吳安修,無
臺中市豐原區葫蘆里,-116,85,201,428,576,0.7,王彥閔,無
臺中市豐原區西勢里,-474,360,834,1622,2102,0.8,王建清,無
臺中市豐原區西安里,-1018,863,1881,3569,4651,0.8,羅茂榮,無
臺中市豐原區西湳里,-1309,1778,3087,6868,9105,0.8,蔣年峯,無
臺中市豐原區豐原里,-434,349,783,1568,2191,0.7,洪源隆,無
臺中市豐原區豐圳里,-715,593,1308,2496,3220,0.8,鄭文鑫,無
臺中市豐原區豐榮里,-395,162,557,779,1052,0.7,林金玉,無
臺中市豐原區豐田里,-2077,1715,3792,7408,9949,0.7,劉瑞銓,中國國民黨
臺中市豐原區豐西里,-461,274,735,1200,1571,0.8,葉明昌,無
臺中市豐原區鎌村里,-818,758,1576,3427,4493,0.8,林隆源,無
臺中市豐原區陽明里,-249,456,705,1991,2551,0.8,林汶垚,無
臺中市豐原區頂街里,-276,135,411,645,886,0.7,吳令儀,無
臺中市霧峰區丁台里,-460,350,810,1698,2234,0.8,施豐碧,無
臺中市霧峰區中正里,-199,354,553,1510,1921,0.8,林進生,無
臺中市霧峰區五福里,-821,425,1246,1968,2561,0.8,陳岳彬,無
臺中市霧峰區六股里,-946,356,1302,1767,2287,0.8,王原祥,無
臺中市霧峰區北勢里,-862,330,1192,1563,1999,0.8,洪金生,無
臺中市霧峰區北柳里,-561,680,1241,3020,3909,0.8,吳儒親,無
臺中市霧峰區南勢里,-473,191,664,944,1242,0.8,黃清標,無
臺中市霧峰區南柳里,-443,325,768,1406,1852,0.8,楊國忠,無
臺中市霧峰區吉峰里,-1693,1459,3152,6528,9085,0.7,林政逸,無
臺中市霧峰區四德里,-723,457,1180,1794,2443,0.7,紀天富,無
臺中市霧峰區坑口里,-364,420,784,2092,2861,0.7,王中興,無
臺中市霧峰區峰谷里,-215,171,386,805,1087,0.7,黃錦昌,無
臺中市霧峰區本堂里,-962,970,1932,4231,5678,0.7,林錦池,無
臺中市霧峰區本鄉里,-516,370,886,1697,2238,0.8,林揚展,無
臺中市霧峰區桐林里,-132,200,332,925,1179,0.8,林國安,無
臺中市霧峰區甲寅里,-606,765,1371,3431,4636,0.7,陳麒翔,無
臺中市霧峰區舊正里,-734,312,1046,1496,1996,0.7,張國財,無
臺中市霧峰區萊園里,-237,159,396,761,988,0.8,唐青山,無
臺中市霧峰區萬豐里,-842,342,1184,1805,2501,0.7,林麗真,無
臺中市霧峰區錦榮里,-429,195,624,927,1240,0.7,張永昇,無
臺中市龍井區三德里,-167,495,662,2094,2820,0.7,楊易明,無
臺中市龍井區南寮里,-353,238,591,1222,1498,0.8,林志強,無
臺中市龍井區山腳里,-569,1084,1653,4188,5705,0.7,陳春雄,無
臺中市龍井區忠和里,-922,899,1821,3565,4717,0.8,林聰海,無
臺中市龍井區新庄里,-1624,1126,2750,4526,6119,0.7,陳進爵,無
臺中市龍井區新東里,-1352,833,2185,3448,4746,0.7,劉克俊,無
臺中市龍井區東海里,-1128,1568,2696,6287,8523,0.7,林秋蘭,無
臺中市龍井區田中里,-1093,744,1837,2891,3775,0.8,張文慶,無
臺中市龍井區福田里,-294,142,436,712,1009,0.7,歐錦墩,無
臺中市龍井區竹坑里,-858,612,1470,2304,3094,0.7,許麗珠,無
臺中市龍井區麗水里,-658,360,1018,1618,2159,0.7,陳耀墩,無
臺中市龍井區龍崗里,-912,490,1402,2041,2739,0.7,林朝清,無
臺中市龍井區龍東里,-347,531,878,2117,2893,0.7,林金鍊,無
臺中市龍井區龍泉里,-1296,1484,2780,5787,7954,0.7,黃聖龍,無
臺中市龍井區龍津里,-1641,896,2537,3569,4848,0.7,張坤雄,無
臺中市龍井區龍西里,-459,287,746,1330,1751,0.8,黃碧林,無
