村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
桃園市楊梅區瑞原里,222,589,367,839,1176,71.34,葉佐陸,無
桃園市楊梅區瑞坪里,583,1233,650,1096,1560,70.26,呂芳盛,無
桃園市楊梅區瑞塘里,649,1203,554,1266,1721,73.56,王興福,無
桃園市楊梅區瑞溪里,302,730,428,830,1253,66.24,林美慧,無
桃園市楊梅區秀才里,-50,526,576,1160,1599,72.55,涂慶雄,無
桃園市楊梅區紅梅里,-176,402,578,857,1206,71.06,杜政霖,無
桃園市楊梅區裕成里,146,575,429,1217,1603,75.92,李昱宏,無
桃園市楊梅區裕新里,20,403,383,758,1281,59.17,蔡進園,中國國民黨
桃園市楊梅區豐野里,75,667,592,966,1322,73.07,梁華君,無
桃園市楊梅區金溪里,295,835,540,1264,1878,67.31,彭慧蓮,無
桃園市楊梅區金龍里,-123,401,524,1267,1697,74.66,洪榮富,中國國民黨
桃園市楊梅區雙榮里,14,568,554,1262,1637,77.09,孫紋媛,無
桃園市楊梅區青山里,482,882,400,968,1570,61.66,吳水登,無
桃園市楊梅區頭湖里,-74,526,600,928,1298,71.49,郝文會,無
桃園市楊梅區高上里,36,493,457,1036,1419,73.01,葉雲龍,無
桃園市楊梅區高山里,94,668,574,777,1177,66.02,鄭豐慶,無
桃園市楊梅區高榮里,-137,615,752,1263,1669,75.67,陳秀雲,無
桃園市蘆竹區上竹里,76,624,548,832,1161,71.66,李阿清,中國國民黨
桃園市蘆竹區上興里,-156,676,832,1339,1782,75.14,蕭富全,無
桃園市蘆竹區中山里,-29,647,676,1294,1766,73.27,黃淑芬,無
桃園市蘆竹區中福里,252,706,454,1045,1467,71.23,黃文錦,無
桃園市蘆竹區中興里,128,1100,972,1133,1486,76.24,張月娥,無
桃園市蘆竹區五福里,112,422,310,952,1206,78.94,鄭麗鴻,中國國民黨
桃園市蘆竹區內厝里,-188,304,492,641,1369,46.82,陳昌言,無
桃園市蘆竹區南崁里,207,592,385,856,1177,72.73,邱顯助,民主進步黨
桃園市蘆竹區南榮里,132,637,505,861,1234,69.77,卓宗賢,無
桃園市蘆竹區南興里,620,968,348,851,1198,71.04,謝佳秀,無
桃園市蘆竹區吉祥里,283,656,373,911,1229,74.13,游建忠,無
桃園市蘆竹區坑口里,-20,313,333,722,943,76.56,徐慶和,無
桃園市蘆竹區坑子里,-441,208,649,1138,1588,71.66,游象益,無
桃園市蘆竹區外社里,-245,224,469,1062,1477,71.90,李金灶,無
桃園市蘆竹區大竹里,352,1134,782,1057,1403,75.34,黃榮祈,中國國民黨
桃園市蘆竹區宏竹里,-242,464,706,1089,1496,72.79,黃國林,無
桃園市蘆竹區富竹里,-315,240,555,1085,1434,75.66,李衍湦,無
桃園市蘆竹區山腳里,123,547,424,853,1168,73.03,徐慶堂,無
桃園市蘆竹區山鼻里,-363,406,769,688,1017,67.65,張寶龍,無
桃園市蘆竹區新興里,-122,457,579,1144,1514,75.56,呂宗聖,無
桃園市蘆竹區新莊里,556,929,373,1330,1768,75.23,王淑華,無
桃園市蘆竹區正興里,350,772,422,990,1473,67.21,梁坤寶,無
桃園市蘆竹區海湖里,-60,464,524,992,1508,65.78,徐式甫,無
桃園市蘆竹區濱海里,-201,352,553,822,1246,65.97,林錦昌,無
桃園市蘆竹區營盤里,494,976,482,1106,1488,74.33,黃秀鳳,無
桃園市蘆竹區營福里,-179,638,817,1116,1554,71.81,夏榮發,中國國民黨
桃園市蘆竹區瓦窯里,-213,597,810,636,907,70.12,吳國勝,無
桃園市蘆竹區福昌里,493,1014,521,1301,1810,71.88,林翁秀蘭,無
桃園市蘆竹區福祿里,-188,571,759,1120,1506,74.37,李勝輝,無
桃園市蘆竹區福興里,88,693,605,1232,1706,72.22,陳太陽,無
桃園市蘆竹區羊稠里,203,830,627,1201,1635,73.46,李纘騰,無
桃園市蘆竹區興榮里,-35,448,483,1056,1424,74.16,郭阿炎,無
桃園市蘆竹區蘆竹里,108,586,478,825,1126,73.27,蔡清雲,無
桃園市蘆竹區蘆興里,-344,261,605,1188,1580,75.19,邱顯乾,無
桃園市蘆竹區錦中里,-229,536,765,1055,1459,72.31,李詩銘,無
桃園市蘆竹區錦興里,-2,721,723,1041,1328,78.39,林延珠,無
桃園市蘆竹區長壽里,607,965,358,1075,1486,72.34,張國泰,無
桃園市蘆竹區長興里,-237,393,630,820,1128,72.70,呂理粲,無
桃園市蘆竹區順興里,296,833,537,1150,1654,69.53,陳淑媛,無
桃園市觀音區三和里,-268,111,379,590,821,71.86,莊崇坊,無
桃園市觀音區上大里,127,429,302,895,1233,72.59,宋士林,無
桃園市觀音區保生里,-123,334,457,889,1278,69.56,謝文謙,無
桃園市觀音區保障里,-159,288,447,689,996,69.18,簡春梅,無
桃園市觀音區坑尾里,69,323,254,671,1037,64.71,向春榮,無
桃園市觀音區塔腳里,-418,164,582,709,1024,69.24,郭朝明,無
桃園市觀音區大同里,71,545,474,1111,1554,71.49,邱德貴,無
桃園市觀音區大堀里,-265,279,544,1145,1597,71.70,莊俊煌,無
桃園市觀音區大潭里,-128,380,508,626,897,69.79,彭明聰,無
桃園市觀音區富林里,124,368,244,713,988,72.17,楊國寶,無
桃園市觀音區富源里,240,739,499,951,1361,69.88,張阿千,無
桃園市觀音區崙坪里,344,800,456,833,1135,73.39,羅時禎,無
桃園市觀音區廣福里,63,475,412,936,1284,72.90,許清健,無
桃園市觀音區廣興里,-291,214,505,911,1293,70.46,林裕鑫,無
桃園市觀音區新坡里,-95,501,596,1081,1432,75.49,馮彩庭,無
桃園市觀音區新興里,-286,121,407,548,769,71.26,姜禮松,無
桃園市觀音區樹林里,347,796,449,773,1285,60.16,黃文章,無
桃園市觀音區武威里,-250,157,407,698,943,74.02,廖榮福,無
桃園市觀音區白玉里,-314,107,421,600,844,71.09,黃謀境,無
桃園市觀音區草新里,827,1249,422,1003,1489,67.36,莊萬寶,無
桃園市觀音區草漯里,12,679,667,904,1283,70.46,呂坤遠,無
桃園市觀音區藍埔里,-29,432,461,962,1312,73.32,陳奕欽,無
桃園市觀音區觀音里,-2,435,437,983,1358,72.39,葉澄淼,無
桃園市觀音區金湖里,4,446,442,902,1272,70.91,許秀宜,無
桃園市龍潭區三和里,-204,119,323,583,797,73.15,謝金棋,無
桃園市龍潭區三坑里,-275,222,497,1051,1500,70.07,黃遠達,無
桃園市龍潭區三林里,-272,525,797,1178,1542,76.39,楊仕鉦,中國國民黨
桃園市龍潭區三水里,-224,92,316,509,653,77.95,張双貴,無
桃園市龍潭區上林里,300,754,454,1022,1372,74.49,黃承藩,無
桃園市龍潭區上華里,8,573,565,1180,1596,73.93,王漾,無
桃園市龍潭區中山里,807,1222,415,1257,1602,78.46,黃承隆,無
桃園市龍潭區中正里,726,1135,409,1065,1429,74.53,張閔捷,無
桃園市龍潭區中興里,193,732,539,888,1231,72.14,彭石松,統一聯盟黨
桃園市龍潭區九龍里,354,704,350,1013,1352,74.93,曾順堂,無
桃園市龍潭區佳安里,467,704,237,895,1210,73.97,高幼齡,無
桃園市龍潭區八德里,-3,681,684,1055,1481,71.24,葉來旺,無
桃園市龍潭區凌雲里,135,596,461,813,1128,72.07,陳振漢,無
桃園市龍潭區北興里,-29,367,396,826,1256,65.76,秦永楠,中國國民黨
桃園市龍潭區大平里,-4,386,390,724,1110,65.23,鍾國鉉,無
桃園市龍潭區富林里,-11,543,554,1201,1708,70.32,魏榮貴,無
桃園市龍潭區建林里,-345,576,921,1334,1748,76.32,張淑美,中國國民黨
桃園市龍潭區東興里,229,710,481,852,1306,65.24,張健華,中國國民黨
桃園市龍潭區武漢里,-367,246,613,1056,1472,71.74,簡孝宗,中國國民黨
桃園市龍潭區永興里,13,457,444,917,1278,71.75,徐貴玲,無
桃園市龍潭區渴望里,83,393,310,878,1147,76.55,何春梅,無
桃園市龍潭區烏林里,215,886,671,980,1431,68.48,李鳳芝,中國國民黨
桃園市龍潭區烏樹林里,17,470,453,915,1294,70.71,翁茂榮,無
桃園市龍潭區百年里,48,769,721,1200,1565,76.68,張銘純,無
桃園市龍潭區祥和里,-347,363,710,621,908,68.39,林鴻斌,無
桃園市龍潭區聖德里,67,527,460,958,1353,70.81,鍾吉洪,無
桃園市龍潭區高原里,403,722,319,954,1382,69.03,涂雅淳,無
桃園市龍潭區高平里,44,529,485,1136,1628,69.78,蘇朝文,無
桃園市龍潭區黃唐里,125,858,733,1187,1687,70.36,劉修增,無
桃園市龍潭區龍星里,320,794,474,1165,1515,76.90,張金財,無
桃園市龍潭區龍潭里,23,318,295,693,887,78.13,鍾朝麟,無
桃園市龍潭區龍祥里,-214,615,829,1154,1631,70.75,彭春蘭,中國國民黨
桃園市龜山區中興里,100,797,697,1033,1507,68.55,卓淑美,無
桃園市龜山區兔坑里,356,716,360,553,760,72.76,江文宏,無
桃園市龜山區公西里,-499,181,680,952,1281,74.32,陳銀河,無
桃園市龜山區南上里,-667,326,993,1361,1846,73.73,陳鼎景,無
桃園市龜山區南美里,-248,390,638,794,1160,68.45,黃雅蓉,無
桃園市龜山區大同里,597,1008,411,1122,1599,70.17,鄭清木,無
桃園市龜山區大坑里,-191,281,472,670,967,69.29,游輝鐘,無
桃園市龜山區大崗里,229,749,520,1028,1471,69.88,陳清華,無
桃園市龜山區大湖里,596,1063,467,1210,1700,71.18,蔡招治,無
桃園市龜山區大華里,1089,1668,579,1022,1446,70.68,潘素秋,無
桃園市龜山區山德里,-60,732,792,1099,1537,71.50,李健祿,無
桃園市龜山區山福里,-118,517,635,1222,1700,71.88,許文來,無
桃園市龜山區山頂里,213,830,617,1180,1706,69.17,黃呈科,無
桃園市龜山區嶺頂里,145,615,470,835,1233,67.72,劉黃淑梅,無
桃園市龜山區幸福里,426,818,392,1122,1714,65.46,莊文進,無
桃園市龜山區文化里,861,1502,641,1143,1570,72.80,黃明助,無
桃園市龜山區文青里,1747,2084,337,1029,1346,76.45,謝嘉仁,無
桃園市龜山區新嶺里,-115,612,727,802,1159,69.20,陳文慶,無
桃園市龜山區新興里,221,394,173,1242,1703,72.93,陳洲輝,中國國民黨
桃園市龜山區新路里,308,792,484,985,1349,73.02,張忠發,無
桃園市龜山區楓樹里,-45,698,743,889,1165,76.31,陳樹源,無
桃園市龜山區楓福里,18,659,641,1445,1858,77.77,薛仁岳,無
桃園市龜山區樂善里,2534,3145,611,1000,1426,70.13,黃錦芳,無
桃園市龜山區福源里,119,316,197,1008,1429,70.54,顏福來,無
桃園市龜山區精忠里,429,970,541,1185,1581,74.95,張孫宥心,中國國民黨
桃園市龜山區舊路里,-196,354,550,1242,1686,73.67,李相鑑,無
桃園市龜山區迴龍里,745,1081,336,669,954,70.13,徐麗月,無
桃園市龜山區長庚里,860,1359,499,1243,1709,72.73,林俊源,無
桃園市龜山區陸光里,-583,452,1035,1267,1705,74.31,聶哲淵,中國國民黨
桃園市龜山區龍壽里,-586,239,825,1165,1709,68.17,陳水賓,無
桃園市龜山區龍華里,131,583,452,1391,1907,72.94,王玨,無
桃園市龜山區龜山里,715,1062,347,805,1092,73.72,高華駿,無
